url,industries,regions,keywords,prompt,notes,period,type,paywalled
https://www.technipenergies.com/media,,,,,,,news,
https://www.akersolutions.com/news,,,,,,,news,
https://www.kbr.com/en/insights-news,,,,,,,news,
https://www.petrofac.com/media/news,,,,,,,news,
https://www.woodplc.com/news,,,,,,,news,
https://www.worley.com/news,,,,,,,news,
https://www.bechtel.com/newsroom,,,,,,,news,
https://www.fluor.com/newsroom,,,,,,,news,
https://www.jacobs.com/newsroom,,,,,,,news,
https://www.samsungena.com/en/media,,,,,,,news,
https://www.larsentoubro.com/media,,,,,,,news,
https://boskalis.com/press,,,,,,,news,
https://deme-group.com/news,,,,,,,news,
https://www.rigzone.com,"Oil & Gas, Offshore Drilling, Subsea",Global,,,,,job_board,
https://www.oilandgasjobsearch.com,"Oil & Gas, LNG, EPC",Global,,,,,job_board,
https://www.energyjobline.com,"Energy, Renewables, Engineering",Global / EU,,,,,job_board,
https://www.oilandgaspeople.com,"Oil & Gas, Offshore, Fabrication",Global,,,,,job_board,
https://www.petroleumjobs.com,Oil & Gas Upstream / Downstream,Global,,,,,job_board,
https://offshorejobvacancy.com/,"Offshore Oil & Gas, Marine",Global,,,,,job_board,
https://www.subsea.org/jobs,"Subsea Engineering, ROV, SURF",Global,,,,,job_board,
https://www.oiljobfinder.com/,"Pipelines, Midstream, LNG",Global,,,,,job_board,
https://www.greenjobs.net,"Renewables, Environment, Sustainability",Global,,,,,job_board,
https://www.offshorewindjobs.com,Offshore Wind Installation,Global,,,,,job_board,
https://www.solarjobsuk.com/,"Solar PV, EPC, O&M",Global,,,,,job_board,
https://h2-jobs.com/jobs/,"Hydrogen Production, Electrolyzers",Global,,,,,job_board,
https://www.constructionjobs.com,"Construction, EPC, Infrastructure",Global,,,,,job_board,
https://www.constructionjobboard.co.uk,"Construction, Civil, Energy",UK / EU,,,,,job_board,
https://www.roadtechs.com,"Power Plants, Nuclear, Industrial",USA / Global,,,,,job_board,
https://www.oilgasvacancy.com/jobs/,Oil & Gas EPC,Global,,,,,job_board,
https://www.maritimejobs.com,"Maritime, Offshore",Global,,,,,job_board,
https://www.seajobs.ru,"Maritime, Offshore",Global,,,,,job_board,
https://www.totaljobs.com,"Energy, Construction",UK / EU,,,,,job_board,
https://www.cv-library.co.uk,"Engineering, Industrial",UK / EU,,,,,job_board,
https://www.jobsite.co.uk,"Engineering, Offshore",UK,,,,,job_board,
https://www.eurojobs.com,Multi-sector incl. Energy,Europe,,,,,job_board,
https://www.learn4good.com/jobs,"Engineering, Energy",Europe,,,,,job_board,
https://www.finn.no/job,"Oil & Gas, Offshore Wind",Norway,,,,,job_board,
https://www.nav.no,"Energy, Industrial",Norway,,,,,job_board,
https://www.offshore.no/jobs,Offshore Energy,Norway,,,,,job_board,
https://www.workindenmark.dk,"Wind, Manufacturing",Denmark,,,,,job_board,
https://www.jobindex.dk,"Engineering, Energy",Denmark,,,,,job_board,
https://www.teknikjobb.se,"Engineering, Renewables",Sweden,,,,,job_board,
https://www.arbetsformedlingen.se,"Industrial, Energy",Sweden,,,,,job_board,
https://www.duunitori.fi,"Energy, Engineering",Finland,,,,,job_board,
https://www.mol.fi,"Industrial, Energy",Finland,,,,,job_board,
https://www.fieldengineer.com,"Field Service, Energy Tech",Global,,,,,job_board,
https://www.peopleperhour.com,Freelance Engineering,Global,,,,,job_board,
https://www.resume-library.com,Engineering CVs,Global,,,,,job_board,
https://www.postjobfree.com,Industrial CVs,Global,,,,,job_board,
https://www.jobvertise.com,Engineering Resumes,Global,,,,,job_board,
https://www.climatebase.org,"Climate Tech, Carbon",Global,,,,,job_board,
https://terra.do/climate-jobs,"Climate, Transition",Global,,,,,job_board,
https://www.environmentjob.co.uk,"Environment, Renewables",UK / EU,,,,,job_board,
https://www.sustainabilityjobs.co.uk,"ESG, Net Zero",UK,,,,,job_board,
https://ec.europa.eu/info/funding-tenders/opportunities/portal/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,EU Funding & Tenders Portal,,World Bank procurement notices portal,,tender,
https://ted.europa.eu/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Tenders Electronic Daily (TED),,UN common procurement portal,,tender,
https://simap.ted.europa.eu/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,SIMAP (EU public procurement info),,UNDP procurement notices,,tender,
https://data.europa.eu/data/datasets/ted-csv,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,EU Open Data (TED CSV dataset),,UNOPS opportunities,,tender,
https://cordis.europa.eu/,Renewable Energy;Hydrogen;Grid / Transmission;Solar (Utility-scale);Offshore Wind;Onshore Wind,Europe,CORDIS (EU R&I projects),,ADB opportunities,,tender,
https://www.eib.org/en/projects/procurement/index.htm,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,European Investment Bank Procurement,,AfDB procurement,,tender,
https://www.bbg.gv.at/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Austria Federal Procurement Agency,,EBRD procurement,,tender,
https://www.publicprocurement.be/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Belgium Federal Public Procurement Portal,,IDB procurement,,tender,
https://pouvoirs-locaux.brussels/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Belgium Brussels Region Procurement,,OECD procurement,,tender,
https://overheid.vlaanderen.be/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Belgium Flanders Procurement Guidance,,EU official tender notices (OJEU supplement),,tender,
https://marchespublics.wallonie.be/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Belgium Wallonia Public Procurement,,EU calls / grants / procurement,,tender,
https://www2.aop.bg/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Bulgaria Public Procurement Portal,,Scottish public contracts,,tender,
https://www.javnanabava.hr/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Croatia Public Procurement Portal,,Welsh public sector opportunities,,tender,
https://www.eprocurement.gov.cy/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Cyprus eProcurement,,NI public sector tenders,,tender,
https://portal-vz.cz/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Czechia Public Procurement Portal,,Irish public procurement,,tender,
https://www.rahandusministeerium.ee/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Estonia Public Procurement (Ministry of Finance),,Danish public procurement,,tender,
https://www.hankinnat.fi/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Finland Procurement Advisory (Hankinnat),,Norwegian public procurement,,tender,
https://www.marches-publics.gouv.fr/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,France MarchÃ©s Publics,,Commercial portal commonly used for Swedish tenders,,tender,
https://www.boamp.fr/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,France BOAMP,,Finnish procurement notices,,tender,
https://www.evergabe-online.de/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Germany eVergabe Online,,Dutch public procurement,,tender,
https://www.promitheus.gov.gr/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Greece Promitheus (ESIDIS),,Belgian public procurement,,tender,
https://www.kozbeszerzes.hu/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Hungary Public Procurement Authority,,French official bulletin,,tender,
https://www.etenders.gov.ie/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Ireland eTenders,,Commercial tender portal for France,,tender,
https://www.acquistinretepa.it/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Italy Acquisti in Rete (MePA),,Spanish public procurement platform,,tender,
https://www.consip.it/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Italy Consip,,ANAC portal (procurement oversight; links to systems),,tender,
https://www.serviziocontrattipubblici.it/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Italy Servizio Contratti Pubblici,,German federal announcements portal,,tender,
https://www.iub.gov.lv/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Latvia Procurement Monitoring Bureau,,Commercial tender portal,,tender,
https://vpt.lrv.lt/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Lithuania Public Procurement Office,,Austrian business service portal (tender search),,tender,
https://cvpp.eviesiejipirkimai.lt/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Lithuania CVPP eProcurement,,Swiss public procurement,,tender,
https://marches.public.lu/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Luxembourg Public Procurement,,Supplier and procurement info,,tender,
https://contracts.gov.mt/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Malta Department of Contracts,,Supplier info / procurement,,tender,
https://www.tenderned.nl/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Netherlands TenderNed,,Procurement info,,tender,
https://www.pianoo.nl/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Netherlands PIANOo,,Procurement info,,tender,
https://www.uzp.gov.pl/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Poland Public Procurement Office,,Supplier info,,tender,
https://www.base.gov.pt/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Portugal BASE Public Contracts,,Supplier info,,tender,
https://www.e-licitatie.ro/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Romania e-Licitatie (SICAP),,Supplier info,,tender,
https://achizitiipublice.gov.ro/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Romania AchizitiiPublice Portal,,Supplier info,,tender,
https://www.uvo.gov.sk/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Slovakia Office for Public Procurement,,Supplier info,,tender,
https://www.enarocanje.si/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Slovenia eNaroÄ_x008d_anje,,Supplier info,,tender,
https://ejn.gov.si/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Slovenia EJ NaroÄ_x008d_anje,,Supplier info,,tender,
https://contrataciondelestado.es/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Spain Public Sector Contracting Platform,,Supplier / partner info,,tender,
https://www.upphandlingsmyndigheten.se/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Sweden Public Procurement Agency,,Procurement info,,tender,
https://www.udbud.dk/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Denmark Udbud.dk,,Supplier portal entry,,tender,
https://www.doffin.no/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Norway DOFFIN,,Supplier info,,tender,
https://www.anskaffelser.no/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Norway Anskaffelser guidance,,Supplier resources,,tender,
https://www.simap.ch/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Switzerland SIMAP,,Supplier info,,tender,
https://www.find-tender.service.gov.uk/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,United Kingdom Find a Tender,,Supplier info,,tender,
https://www.contractsfinder.service.gov.uk/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,United Kingdom Contracts Finder,,Supplier / procurement portal,,tender,
https://www.publiccontractsscotland.gov.uk/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Scotland Public Contracts Scotland,,Supplier info,,tender,
https://www.sell2wales.gov.wales/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Wales Sell2Wales,,Supplier info,,tender,
https://etendersni.gov.uk/epps/home.do,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Northern Ireland eTendersNI,,Supplier info,,tender,
https://www.achilles.com/community/achilles-jqs/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Achilles JQS (Energy / Utilities vendor qualification),,Supplier info,,tender,private
https://www.4coffshore.com/tenders/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,4C Offshore Tenders,,Vendor registration,,tender,mixed
https://www.offshorewind.biz/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,OffshoreWind.biz,,Supplier info,,tender,mixed
https://www.offshore-energy.biz/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Offshore Energy Biz,,Supplier info,,tender,mixed
https://www.rigzone.com/tenders/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Rigzone Tenders,,Supplier info,,tender,mixed
https://www.dgmarket.com/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,DGMarket,,Supplier info,,tender,mixed
https://www.devbusiness.com/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,UN Development Business,,Supplier resources,,tender,mixed
https://cinea.ec.europa.eu/life_en,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,EU LIFE Programme (CINEA),,Supplier resources,,tender,mixed
https://cinea.ec.europa.eu/connecting-europe-facility_en,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,CEF Energy (CINEA),,Company portal (tenders via procurement area),,tender,mixed
https://procurement.gov.ae/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,UAE Federal Procurement,,Company portal (tenders via procurement area),,tender,mixed
https://www.moccae.gov.ae/en/tenders.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,MOCCAE Tenders,,Supplier portal entry,,tender,mixed
https://www.dewa.gov.ae/en/supplier-registration,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,DEWA Supplier Registration,,Supplier info,,tender,mixed
https://www.etihadwe.ae/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,EtihadWE (formerly FEWA) Procurement,,Company portal (supplier/procurement areas),,tender,mixed
https://www.sewa.gov.ae/en/tenders,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,SEWA Tenders,,Supplier info,,tender,mixed
https://www.ewec.ae/en/business/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,EWEC Procurement,,Company portal,,tender,mixed
